,alpha,delta,filename,filter,h,l,language,optimization,s,experiment,width,height
325,,228984,fixed 120x120 (468703135).bmp,blur,,,asm1,3,,fixed,120,120
326,,655461,random1 200x200 (1520223205).bmp,blur,,,asm1,3,,random1,200,200
327,,13591467,random1 200x200 (269441500).bmp,blur,,,asm1,3,,random1,200,200
328,,1661285,fixed 316x316 (1374344043).bmp,blur,,,asm1,3,,fixed,316,316
329,,2551011,fixed 352x352 (1918502651).bmp,blur,,,asm1,3,,fixed,352,352
330,,280677,fixed 132x132 (1315634022).bmp,blur,,,asm1,3,,fixed,132,132
331,,651017,random1 200x200 (1889947178).bmp,blur,,,asm1,3,,random1,200,200
332,,664610,random2 200x200 (2081421295).bmp,blur,,,asm1,3,,random2,200,200
333,,634395,random1 200x200 (1631518149).bmp,blur,,,asm1,3,,random1,200,200
334,,181772,fixed 100x100 (336465782).bmp,blur,,,asm1,3,,fixed,100,100
335,,647243,random2 200x200 (1665194694).bmp,blur,,,asm1,3,,random2,200,200
336,,659173,random1 200x200 (1346811305).bmp,blur,,,asm1,3,,random1,200,200
337,,1041991,fixed 256x256 (1827336327).bmp,blur,,,asm1,3,,fixed,256,256
338,,1105385,fixed 260x260 (572660336).bmp,blur,,,asm1,3,,fixed,260,260
339,,676764,random1 200x200 (1120048829).bmp,blur,,,asm1,3,,random1,200,200
340,,650030,random1 200x200 (822890675).bmp,blur,,,asm1,3,,random1,200,200
341,,634419,random1 200x200 (532670688).bmp,blur,,,asm1,3,,random1,200,200
342,,4252,fixed 8x8 (846930886).bmp,blur,,,asm1,3,,fixed,8,8
343,,631489,random2 200x200 (1634660306).bmp,blur,,,asm1,3,,random2,200,200
344,,2689753,fixed 392x392 (1749698586).bmp,blur,,,asm1,3,,fixed,392,392
345,,646935,random1 200x200 (1973594324).bmp,blur,,,asm1,3,,random1,200,200
346,,632819,random1 200x200 (1359512183).bmp,blur,,,asm1,3,,random1,200,200
347,,633324,random1 200x200 (570073850).bmp,blur,,,asm1,3,,random1,200,200
348,,398634,fixed 152x152 (2089018456).bmp,blur,,,asm1,3,,fixed,152,152
349,,633592,random2 200x200 (594662880).bmp,blur,,,asm1,3,,random2,200,200
350,,111085,fixed 84x84 (35005211).bmp,blur,,,asm1,3,,fixed,84,84
351,,636547,random2 200x200 (2099086020).bmp,blur,,,asm1,3,,random2,200,200
352,,631791,random1 200x200 (1600028624).bmp,blur,,,asm1,3,,random1,200,200
353,,633681,random1 200x200 (620145550).bmp,blur,,,asm1,3,,random1,200,200
354,,2216165,fixed 368x368 (1264095060).bmp,blur,,,asm1,3,,fixed,368,368
355,,614824,random1 200x200 (292218004).bmp,blur,,,asm1,3,,random1,200,200
356,,1411708,fixed 296x296 (2001100545).bmp,blur,,,asm1,3,,fixed,296,296
357,,674037,random1 200x200 (749241873).bmp,blur,,,asm1,3,,random1,200,200
358,,633796,random1 200x200 (338888228).bmp,blur,,,asm1,3,,random1,200,200
359,,551720,fixed 184x184 (756898537).bmp,blur,,,asm1,3,,fixed,184,184
360,,669766,fixed 204x204 (1129566413).bmp,blur,,,asm1,3,,fixed,204,204
361,,2323172,fixed 364x364 (2053999932).bmp,blur,,,asm1,3,,fixed,364,364
362,,13279427,fixed 248x248 (2084420925).bmp,blur,,,asm1,3,,fixed,248,248
363,,635845,random2 200x200 (959798838).bmp,blur,,,asm1,3,,random2,200,200
364,,633180,random2 200x200 (25750299).bmp,blur,,,asm1,3,,random2,200,200
365,,640949,random2 200x200 (766480852).bmp,blur,,,asm1,3,,random2,200,200
366,,640463,random1 200x200 (1264095060).bmp,blur,,,asm1,3,,random1,200,200
367,,1401628,fixed 264x264 (1159126505).bmp,blur,,,asm1,3,,fixed,264,264
368,,637026,random1 200x200 (155324914).bmp,blur,,,asm1,3,,random1,200,200
369,,657641,random2 200x200 (901471110).bmp,blur,,,asm1,3,,random2,200,200
370,,365922,fixed 148x148 (1059961393).bmp,blur,,,asm1,3,,fixed,148,148
371,,650137,random2 200x200 (954978700).bmp,blur,,,asm1,3,,random2,200,200
372,,187945,fixed 108x108 (278722862).bmp,blur,,,asm1,3,,fixed,108,108
373,,635418,random1 200x200 (1350490027).bmp,blur,,,asm1,3,,random1,200,200
374,,642666,random1 200x200 (84353895).bmp,blur,,,asm1,3,,random1,200,200
375,,659805,random1 200x200 (407487131).bmp,blur,,,asm1,3,,random1,200,200
376,,1327281,fixed 284x284 (1141616124).bmp,blur,,,asm1,3,,fixed,284,284
377,,427225,fixed 164x164 (1131176229).bmp,blur,,,asm1,3,,fixed,164,164
378,,1813715,fixed 328x328 (356426808).bmp,blur,,,asm1,3,,fixed,328,328
379,,31237,fixed 44x44 (1025202362).bmp,blur,,,asm1,3,,fixed,44,44
380,,668077,random2 200x200 (250037052).bmp,blur,,,asm1,3,,random2,200,200
381,,11218604,random2 200x200 (1113699290).bmp,blur,,,asm1,3,,random2,200,200
382,,654136,random1 200x200 (87755422).bmp,blur,,,asm1,3,,random1,200,200
383,,643785,random1 200x200 (1760281936).bmp,blur,,,asm1,3,,random1,200,200
384,,634068,random1 200x200 (552473416).bmp,blur,,,asm1,3,,random1,200,200
385,,638711,random1 200x200 (1389867269).bmp,blur,,,asm1,3,,random1,200,200
386,,649005,random1 200x200 (1714636915).bmp,blur,,,asm1,3,,random1,200,200
387,,1198439,fixed 272x272 (1632621729).bmp,blur,,,asm1,3,,fixed,272,272
388,,649182,random1 200x200 (1548348142).bmp,blur,,,asm1,3,,random1,200,200
389,,669012,random1 200x200 (1573363368).bmp,blur,,,asm1,3,,random1,200,200
390,,810806,fixed 220x220 (1911759956).bmp,blur,,,asm1,3,,fixed,220,220
391,,647106,random1 200x200 (654887343).bmp,blur,,,asm1,3,,random1,200,200
392,,653205,random2 200x200 (1250718455).bmp,blur,,,asm1,3,,random2,200,200
393,,636245,random2 200x200 (98768428).bmp,blur,,,asm1,3,,random2,200,200
394,,658019,random2 200x200 (960449276).bmp,blur,,,asm1,3,,random2,200,200
395,,834028,random2 200x200 (232899880).bmp,blur,,,asm1,3,,random2,200,200
396,,631596,random1 200x200 (1605894428).bmp,blur,,,asm1,3,,random1,200,200
397,,7198,fixed 16x16 (1714636915).bmp,blur,,,asm1,3,,fixed,16,16
398,,719578,random2 200x200 (602713750).bmp,blur,,,asm1,3,,random2,200,200
399,,644927,random2 200x200 (1790746779).bmp,blur,,,asm1,3,,random2,200,200
400,,636920,random2 200x200 (1585298692).bmp,blur,,,asm1,3,,random2,200,200
401,,643189,random1 200x200 (1176911340).bmp,blur,,,asm1,3,,random1,200,200
402,,614764,random2 200x200 (1556677371).bmp,blur,,,asm1,3,,random2,200,200
403,,632893,random2 200x200 (88885284).bmp,blur,,,asm1,3,,random2,200,200
404,,647708,random2 200x200 (1427056614).bmp,blur,,,asm1,3,,random2,200,200
405,,486724,fixed 168x168 (1653377373).bmp,blur,,,asm1,3,,fixed,168,168
406,,632701,random2 200x200 (1258505823).bmp,blur,,,asm1,3,,random2,200,200
407,,656859,random1 200x200 (1760243555).bmp,blur,,,asm1,3,,random1,200,200
408,,632975,random2 200x200 (13999837).bmp,blur,,,asm1,3,,random2,200,200
409,,641776,random1 200x200 (950390868).bmp,blur,,,asm1,3,,random1,200,200
410,,53586,fixed 56x56 (1102520059).bmp,blur,,,asm1,3,,fixed,56,56
411,,261690,fixed 128x128 (1801979802).bmp,blur,,,asm1,3,,fixed,128,128
412,,642103,random1 200x200 (2112255763).bmp,blur,,,asm1,3,,random1,200,200
413,,921916,fixed 236x236 (982906996).bmp,blur,,,asm1,3,,fixed,236,236
414,,658208,random2 200x200 (279861221).bmp,blur,,,asm1,3,,random2,200,200
415,,653733,random2 200x200 (211996288).bmp,blur,,,asm1,3,,random2,200,200
416,,20510,fixed 32x32 (1649760492).bmp,blur,,,asm1,3,,fixed,32,32
417,,634395,random1 200x200 (498777856).bmp,blur,,,asm1,3,,random1,200,200
418,,13276,fixed 28x28 (719885386).bmp,blur,,,asm1,3,,fixed,28,28
419,,638687,random1 200x200 (760313750).bmp,blur,,,asm1,3,,random1,200,200
420,,650998,random1 200x200 (184803526).bmp,blur,,,asm1,3,,random1,200,200
421,,637417,random2 200x200 (369554448).bmp,blur,,,asm1,3,,random2,200,200
422,,692914,random2 200x200 (204557828).bmp,blur,,,asm1,3,,random2,200,200
423,,644927,random2 200x200 (468736315).bmp,blur,,,asm1,3,,random2,200,200
424,,619283,random1 200x200 (1876855542).bmp,blur,,,asm1,3,,random1,200,200
425,,24259,fixed 36x36 (596516649).bmp,blur,,,asm1,3,,fixed,36,36
426,,42700,fixed 52x52 (783368690).bmp,blur,,,asm1,3,,fixed,52,52
427,,637884,random2 200x200 (2124251098).bmp,blur,,,asm1,3,,random2,200,200
428,,644859,random2 200x200 (1904101559).bmp,blur,,,asm1,3,,random2,200,200
429,,644450,random1 200x200 (1784639529).bmp,blur,,,asm1,3,,random1,200,200
430,,666212,random2 200x200 (1940591161).bmp,blur,,,asm1,3,,random2,200,200
431,,650363,random1 200x200 (1411154259).bmp,blur,,,asm1,3,,random1,200,200
432,,662473,random2 200x200 (1054231799).bmp,blur,,,asm1,3,,random2,200,200
433,,648846,random2 200x200 (696556207).bmp,blur,,,asm1,3,,random2,200,200
434,,2564401,fixed 400x400 (1956297539).bmp,blur,,,asm1,3,,fixed,400,400
435,,633699,random2 200x200 (923192533).bmp,blur,,,asm1,3,,random2,200,200
436,,2125865,fixed 356x356 (752392754).bmp,blur,,,asm1,3,,fixed,356,356
437,,645793,random1 200x200 (1967681095).bmp,blur,,,asm1,3,,random1,200,200
438,,688570,random1 200x200 (1884167637).bmp,blur,,,asm1,3,,random1,200,200
439,,4796075,random1 200x200 (1626276121).bmp,blur,,,asm1,3,,random1,200,200
440,,415842,fixed 156x156 (628175011).bmp,blur,,,asm1,3,,fixed,156,156
441,,636825,random2 200x200 (880121610).bmp,blur,,,asm1,3,,random2,200,200
442,,1384582,fixed 288x288 (84353895).bmp,blur,,,asm1,3,,fixed,288,288
443,,4591,fixed 12x12 (1681692777).bmp,blur,,,asm1,3,,fixed,12,12
444,,632359,random2 200x200 (663282821).bmp,blur,,,asm1,3,,random2,200,200
445,,5937405,fixed 312x312 (1585990364).bmp,blur,,,asm1,3,,fixed,312,312
446,,865815,fixed 228x228 (137806862).bmp,blur,,,asm1,3,,fixed,228,228
447,,638922,random1 200x200 (1472713773).bmp,blur,,,asm1,3,,random1,200,200
448,,644728,random2 200x200 (159286226).bmp,blur,,,asm1,3,,random2,200,200
449,,633012,random1 200x200 (1967513926).bmp,blur,,,asm1,3,,random1,200,200
450,,1728434,fixed 324x324 (1477171087).bmp,blur,,,asm1,3,,fixed,324,324
451,,1243065,fixed 280x280 (1433925857).bmp,blur,,,asm1,3,,fixed,280,280
452,,693392,random2 200x200 (532333135).bmp,blur,,,asm1,3,,random2,200,200
453,,661023,random2 200x200 (1991128557).bmp,blur,,,asm1,3,,random2,200,200
454,,2142844,fixed 176x176 (1914544919).bmp,blur,,,asm1,3,,fixed,176,176
455,,74695,fixed 68x68 (1365180540).bmp,blur,,,asm1,3,,fixed,68,68
456,,642860,random1 200x200 (1726956429).bmp,blur,,,asm1,3,,random1,200,200
457,,2407278,fixed 380x380 (943947739).bmp,blur,,,asm1,3,,fixed,380,380
458,,644957,random1 200x200 (2086206725).bmp,blur,,,asm1,3,,random1,200,200
459,,653608,random1 200x200 (1984210012).bmp,blur,,,asm1,3,,random1,200,200
460,,657543,random2 200x200 (1960721183).bmp,blur,,,asm1,3,,random2,200,200
461,,1060874,random1 200x200 (1371499336).bmp,blur,,,asm1,3,,random1,200,200
462,,173438,fixed 104x104 (861021530).bmp,blur,,,asm1,3,,fixed,104,104
463,,38790,fixed 48x48 (1350490027).bmp,blur,,,asm1,3,,fixed,48,48
464,,1885787,random1 200x200 (1303455736).bmp,blur,,,asm1,3,,random1,200,200
465,,681354,random2 200x200 (438714404).bmp,blur,,,asm1,3,,random2,200,200
466,,632215,random2 200x200 (1337225634).bmp,blur,,,asm1,3,,random2,200,200
467,,851983,fixed 232x232 (42999170).bmp,blur,,,asm1,3,,fixed,232,232
468,,13443936,random1 200x200 (233665123).bmp,blur,,,asm1,3,,random1,200,200
469,,635591,random1 200x200 (502278611).bmp,blur,,,asm1,3,,random1,200,200
470,,1503314,fixed 304x304 (1548233367).bmp,blur,,,asm1,3,,fixed,304,304
471,,333173,fixed 144x144 (1125898167).bmp,blur,,,asm1,3,,fixed,144,144
472,,632475,random2 200x200 (582362178).bmp,blur,,,asm1,3,,random2,200,200
473,,1481729,fixed 300x300 (1998898814).bmp,blur,,,asm1,3,,fixed,300,300
474,,650238,random2 200x200 (105197541).bmp,blur,,,asm1,3,,random2,200,200
475,,663688,random2 200x200 (2116845032).bmp,blur,,,asm1,3,,random2,200,200
476,,1369838,fixed 292x292 (939819582).bmp,blur,,,asm1,3,,fixed,292,292
477,,5394,fixed 4x4 (1804289383).bmp,blur,,,asm1,3,,fixed,4,4
478,,633147,random1 200x200 (1947346619).bmp,blur,,,asm1,3,,random1,200,200
479,,640021,random1 200x200 (1057467587).bmp,blur,,,asm1,3,,random1,200,200
480,,605535,fixed 192x192 (1973594324).bmp,blur,,,asm1,3,,fixed,192,192
481,,2436696,fixed 376x376 (1843993368).bmp,blur,,,asm1,3,,fixed,376,376
482,,2290286,fixed 372x372 (1411549676).bmp,blur,,,asm1,3,,fixed,372,372
483,,637811,random1 200x200 (446340713).bmp,blur,,,asm1,3,,random1,200,200
484,,199434,fixed 112x112 (233665123).bmp,blur,,,asm1,3,,fixed,112,112
485,,645391,random1 200x200 (1973387981).bmp,blur,,,asm1,3,,random1,200,200
486,,643220,fixed 196x196 (149798315).bmp,blur,,,asm1,3,,fixed,196,196
487,,2018610,fixed 344x344 (709393584).bmp,blur,,,asm1,3,,fixed,344,344
488,,632887,random1 200x200 (1827336327).bmp,blur,,,asm1,3,,random1,200,200
489,,642585,random1 200x200 (1656478042).bmp,blur,,,asm1,3,,random1,200,200
490,,1883074,fixed 332x332 (945117276).bmp,blur,,,asm1,3,,fixed,332,332
491,,2793182,fixed 396x396 (1469348094).bmp,blur,,,asm1,3,,fixed,396,396
492,,632835,random2 200x200 (392228696).bmp,blur,,,asm1,3,,random2,200,200
493,,25398,fixed 40x40 (1189641421).bmp,blur,,,asm1,3,,fixed,40,40
494,,15210094,random1 200x200 (968338082).bmp,blur,,,asm1,3,,random1,200,200
495,,405459,fixed 160x160 (1656478042).bmp,blur,,,asm1,3,,fixed,160,160
496,,633995,random1 200x200 (588219756).bmp,blur,,,asm1,3,,random1,200,200
497,,637145,random1 200x200 (680466996).bmp,blur,,,asm1,3,,random1,200,200
498,,646031,random1 200x200 (1572276965).bmp,blur,,,asm1,3,,random1,200,200
499,,2084023,fixed 360x360 (1474612399).bmp,blur,,,asm1,3,,fixed,360,360
500,,633552,random1 200x200 (1918502651).bmp,blur,,,asm1,3,,random1,200,200
501,,675260,random2 200x200 (223729824).bmp,blur,,,asm1,3,,random2,200,200
502,,1849587,fixed 336x336 (1889947178).bmp,blur,,,asm1,3,,fixed,336,336
503,,644493,random1 200x200 (1914544919).bmp,blur,,,asm1,3,,random1,200,200
504,,4440739,random2 200x200 (827462710).bmp,blur,,,asm1,3,,random2,200,200
505,,648440,random2 200x200 (314227535).bmp,blur,,,asm1,3,,random2,200,200
506,,651331,random2 200x200 (861264076).bmp,blur,,,asm1,3,,random2,200,200
507,,2392848,fixed 384x384 (1984210012).bmp,blur,,,asm1,3,,fixed,384,384
508,,1021606,fixed 252x252 (1937477084).bmp,blur,,,asm1,3,,fixed,252,252
509,,655052,random2 200x200 (1624213497).bmp,blur,,,asm1,3,,random2,200,200
510,,632252,random1 200x200 (660260756).bmp,blur,,,asm1,3,,random1,200,200
511,,719575,fixed 212x212 (412776091).bmp,blur,,,asm1,3,,fixed,212,212
512,,636971,random2 200x200 (826030693).bmp,blur,,,asm1,3,,random2,200,200
513,,644722,random2 200x200 (37805787).bmp,blur,,,asm1,3,,random2,200,200
514,,631394,random2 200x200 (1278717062).bmp,blur,,,asm1,3,,random2,200,200
515,,664592,random2 200x200 (1804532640).bmp,blur,,,asm1,3,,random2,200,200
516,,646734,random1 200x200 (719346228).bmp,blur,,,asm1,3,,random1,200,200
517,,651896,random1 200x200 (1369321801).bmp,blur,,,asm1,3,,random1,200,200
518,,1246685,fixed 276x276 (1100661313).bmp,blur,,,asm1,3,,fixed,276,276
519,,632911,random1 200x200 (6939507).bmp,blur,,,asm1,3,,random1,200,200
520,,681256,random1 200x200 (774044599).bmp,blur,,,asm1,3,,random1,200,200
521,,634254,random1 200x200 (135497281).bmp,blur,,,asm1,3,,random1,200,200
522,,9437145,fixed 340x340 (1780695788).bmp,blur,,,asm1,3,,fixed,340,340
523,,658175,random2 200x200 (1272590008).bmp,blur,,,asm1,3,,random2,200,200
524,,89787,fixed 76x76 (304089172).bmp,blur,,,asm1,3,,fixed,76,76
525,,635219,random2 200x200 (111632295).bmp,blur,,,asm1,3,,random2,200,200
526,,652756,random2 200x200 (1110322077).bmp,blur,,,asm1,3,,random2,200,200
527,,643528,random2 200x200 (1904825301).bmp,blur,,,asm1,3,,random2,200,200
528,,630811,random1 200x200 (476667372).bmp,blur,,,asm1,3,,random1,200,200
529,,83661,fixed 72x72 (1540383426).bmp,blur,,,asm1,3,,fixed,72,72
530,,5580295,random2 200x200 (1491826219).bmp,blur,,,asm1,3,,random2,200,200
531,,927759,fixed 240x240 (135497281).bmp,blur,,,asm1,3,,fixed,240,240
532,,756024,fixed 216x216 (1424268980).bmp,blur,,,asm1,3,,fixed,216,216
533,,19005089,random2 200x200 (149362799).bmp,blur,,,asm1,3,,random2,200,200
534,,714768,fixed 208x208 (184803526).bmp,blur,,,asm1,3,,fixed,208,208
535,,656807,random2 200x200 (210173080).bmp,blur,,,asm1,3,,random2,200,200
536,,682544,random1 200x200 (434248626).bmp,blur,,,asm1,3,,random1,200,200
537,,1968413,fixed 348x348 (491705403).bmp,blur,,,asm1,3,,fixed,348,348
538,,633974,random1 200x200 (1884661237).bmp,blur,,,asm1,3,,random1,200,200
539,,655867,random2 200x200 (1641401680).bmp,blur,,,asm1,3,,random2,200,200
540,,830932,fixed 224x224 (749241873).bmp,blur,,,asm1,3,,fixed,224,224
541,,214005,fixed 116x116 (2145174067).bmp,blur,,,asm1,3,,fixed,116,116
542,,664128,random2 200x200 (1483653965).bmp,blur,,,asm1,3,,random2,200,200
543,,659057,random2 200x200 (678517663).bmp,blur,,,asm1,3,,random2,200,200
544,,631592,random2 200x200 (267243337).bmp,blur,,,asm1,3,,random2,200,200
545,,247877,fixed 124x124 (1101513929).bmp,blur,,,asm1,3,,fixed,124,124
546,,646022,random2 200x200 (2025457891).bmp,blur,,,asm1,3,,random2,200,200
547,,638052,random1 200x200 (114723506).bmp,blur,,,asm1,3,,random1,200,200
548,,649103,random2 200x200 (1993704154).bmp,blur,,,asm1,3,,random2,200,200
549,,320975,fixed 140x140 (1369133069).bmp,blur,,,asm1,3,,fixed,140,140
550,,649801,random2 200x200 (889485400).bmp,blur,,,asm1,3,,random2,200,200
551,,650595,fixed 200x200 (2038664370).bmp,blur,,,asm1,3,,fixed,200,200
552,,634087,random2 200x200 (500913976).bmp,blur,,,asm1,3,,random2,200,200
553,,636840,random2 200x200 (2101086718).bmp,blur,,,asm1,3,,random2,200,200
554,,510974,fixed 172x172 (859484421).bmp,blur,,,asm1,3,,fixed,172,172
555,,646285,random1 200x200 (243268139).bmp,blur,,,asm1,3,,random1,200,200
556,,634068,random2 200x200 (326834681).bmp,blur,,,asm1,3,,random2,200,200
557,,648910,random1 200x200 (1782436840).bmp,blur,,,asm1,3,,random1,200,200
558,,647674,random2 200x200 (1523873429).bmp,blur,,,asm1,3,,random2,200,200
559,,633812,random2 200x200 (1240563377).bmp,blur,,,asm1,3,,random2,200,200
560,,644847,random2 200x200 (408079536).bmp,blur,,,asm1,3,,random2,200,200
561,,635689,random1 200x200 (1469262009).bmp,blur,,,asm1,3,,random1,200,200
562,,653596,random2 200x200 (355197215).bmp,blur,,,asm1,3,,random2,200,200
563,,666289,random2 200x200 (1115532105).bmp,blur,,,asm1,3,,random2,200,200
564,,639798,random2 200x200 (163025128).bmp,blur,,,asm1,3,,random2,200,200
565,,549361,fixed 180x180 (608413784).bmp,blur,,,asm1,3,,fixed,180,180
566,,143675,fixed 96x96 (1726956429).bmp,blur,,,asm1,3,,fixed,96,96
567,,652029,random2 200x200 (673967233).bmp,blur,,,asm1,3,,random2,200,200
568,,648950,random2 200x200 (1804275551).bmp,blur,,,asm1,3,,random2,200,200
569,,14484857,fixed 388x388 (855636226).bmp,blur,,,asm1,3,,fixed,388,388
570,,56907,fixed 60x60 (2044897763).bmp,blur,,,asm1,3,,fixed,60,60
571,,643192,random1 200x200 (1662981776).bmp,blur,,,asm1,3,,random1,200,200
572,,670425,random1 200x200 (1632621729).bmp,blur,,,asm1,3,,random1,200,200
573,,636187,random2 200x200 (366978141).bmp,blur,,,asm1,3,,random2,200,200
574,,659243,random2 200x200 (155591899).bmp,blur,,,asm1,3,,random2,200,200
575,,943184,fixed 244x244 (511702305).bmp,blur,,,asm1,3,,fixed,244,244
576,,663291,random1 200x200 (201690613).bmp,blur,,,asm1,3,,random1,200,200
577,,1153675,fixed 268x268 (805750846).bmp,blur,,,asm1,3,,fixed,268,268
578,,293758,fixed 136x136 (635723058).bmp,blur,,,asm1,3,,fixed,136,136
579,,645577,random1 200x200 (971899228).bmp,blur,,,asm1,3,,random1,200,200
580,,631800,random1 200x200 (846942590).bmp,blur,,,asm1,3,,random1,200,200
581,,642759,random2 200x200 (1711667133).bmp,blur,,,asm1,3,,random2,200,200
582,,640375,random1 200x200 (1548233367).bmp,blur,,,asm1,3,,random1,200,200
583,,634075,random1 200x200 (593209441).bmp,blur,,,asm1,3,,random1,200,200
584,,637246,random1 200x200 (1335939811).bmp,blur,,,asm1,3,,random1,200,200
585,,649334,random2 200x200 (75172477).bmp,blur,,,asm1,3,,random2,200,200
586,,634618,random2 200x200 (1395739259).bmp,blur,,,asm1,3,,random2,200,200
587,,646087,random1 200x200 (555996658).bmp,blur,,,asm1,3,,random1,200,200
588,,635198,random1 200x200 (337739299).bmp,blur,,,asm1,3,,random1,200,200
589,,692071,random1 200x200 (1801979802).bmp,blur,,,asm1,3,,random1,200,200
590,,882049,random1 200x200 (387346491).bmp,blur,,,asm1,3,,random1,200,200
591,,636538,random1 200x200 (1649760492).bmp,blur,,,asm1,3,,random1,200,200
592,,4295257,random2 200x200 (1812101828).bmp,blur,,,asm1,3,,random2,200,200
593,,665176,random2 200x200 (1249410364).bmp,blur,,,asm1,3,,random2,200,200
594,,651569,random2 200x200 (1136367389).bmp,blur,,,asm1,3,,random2,200,200
595,,682475,random2 200x200 (730463925).bmp,blur,,,asm1,3,,random2,200,200
596,,10055,fixed 20x20 (1957747793).bmp,blur,,,asm1,3,,fixed,20,20
597,,10867,fixed 24x24 (424238335).bmp,blur,,,asm1,3,,fixed,24,24
598,,1631540,fixed 308x308 (610515434).bmp,blur,,,asm1,3,,fixed,308,308
599,,648382,random2 200x200 (1560034298).bmp,blur,,,asm1,3,,random2,200,200
600,,1084218,random2 200x200 (1309478823).bmp,blur,,,c,3,,random2,200,200
601,,1139251,random1 200x200 (776532036).bmp,blur,,,c,3,,random1,200,200
602,,2829457,fixed 320x320 (760313750).bmp,blur,,,c,3,,fixed,320,320
603,,934252,fixed 188x188 (1734575198).bmp,blur,,,c,3,,fixed,188,188
604,,1082082,random2 200x200 (1076377804).bmp,blur,,,c,3,,random2,200,200
605,,1108099,random1 200x200 (195740084).bmp,blur,,,c,3,,random1,200,200
606,,1123890,random2 200x200 (2067038044).bmp,blur,,,c,3,,random2,200,200
607,,1088300,random1 200x200 (1823089412).bmp,blur,,,c,3,,random1,200,200
608,,1116695,random1 200x200 (927612902).bmp,blur,,,c,3,,random1,200,200
609,,1082625,random1 200x200 (168002245).bmp,blur,,,c,3,,random1,200,200
